airport_name,airport_code,city_code,city_name,country_name
Kingfisher Lake Airport,KIF,KIF,Kingfisher Lake,Canada
Kish International Airport,KIH,KIH,Kish Island,Iran
Niigata Airport,KIJ,KIJ,Niigata,Japan
Kimberley Airport,KIM,KIM,Kimberley,South Africa
Norman Manley International Airport,KIN,KIN,Kingston,Jamaica
Tinson Pen Airport,KTP,KIN,Kingston,Jamaica
Kili Airport,KIO,KIO,Kili Island,Marshall Islands
Kira,KIQ,KIQ,Kira,Papua New Guinea
Kerry Airport,KIR,KIR,Kerry County,Ireland
Kisumu Airport,KIS,KIS,Kisumu,Kenya
Kithira Airport,KIT,KIT,Kithira,Greece
Chisinau International Airport,KIV,KIV,Chisinau,Moldova
Yemelyanovo Airport,KJA,KJA,Krasnojarsk,Russian Federation
Karlsruhe Central Station,KJR,KJR,Karlsruhe,Germany
Koyuk Alfred Adams Airport,KKA,KKA,Koyuk,United States
Kitoi Bay,KKB,KKB,Kitoi Bay,United States
Khon Kaen Airport,KKC,KKC,Khon Kaen,Thailand
Kokoda,KKD,KKD,Kokoda,Papua New Guinea
Kerikeri Airport,KKE,KKE,Kerikeri,New Zealand
Kongiganak Airport,KKH,KKH,Kongiganak,United States
Kirkenes Airport (Hoybuktmoen),KKN,KKN,Kirkenes,Norway
Kaukura Airport,KKR,KKR,Kaukura Atoll,French Polynesia
Ekuk,KKU,KKU,Ekuk,United States
Kikai Airport,KKX,KKX,Kikaiga Shima,Japan
Kaolack Airport,KLC,KLC,Kaolack,Senegal
Kaele,KLE,KLE,Kaele,Cameroon
Kalskag Airport,KLG,KLG,Kalskag,United States
Kolhapur Airport,KLH,KLH,Kolhapur,India
Levelock,KLL,KLL,Levelock,United States
Kalibo International Airport,KLO,KLO,Kalibo,Philippines
Kalmar Airport,KLR,KLR,Kalmar,Sweden
Kaiserslautern Train Station,KLT,KLT,Kaiserslautern,Germany
Klagenfurt Airport,KLU,KLU,Klagenfurt,Austria
Karlovy Vary International Airport,KLV,KLV,Karlovy Vary,Czech Republic
Klawock Airport,KLW,KLW,Klawock,United States
Kalamata Airport,KLX,KLX,Kalamata,Greece
Kleinsee Airport,KLZ,KLZ,Kleinzee,South Africa
Kamembe Airport,KME,KME,Kamembe,Ruanda
Kunming Changshui International Airport,KMG,KMG,Kunming,China
Miyazaki Airport,KMI,KMI,Miyazaki,Japan
Kumamoto Airport,KMJ,KMJ,Kumamoto,Japan
Makabana,KMK,KMK,Makabana,Congo
Kimam,KMM,KMM,Kimam,Indonesia
Keetmanshoop Airport,KMP,KMP,Keetmanshoop,Namibia
Komatsu Airport,KMQ,KMQ,Komatsu,Japan
Kumasi Airport,KMS,KMS,Kumasi,Ghana
Kisimayu Airport,KMU,KMU,Kismayu,Somalia
Kalay Airport,KMV,KMV,Kalemyo,Myanmar
Moser Bay,KMY,KMY,Moser Bay,United States
Kindu Airport,KND,KND,Kindu,Congo (Rep. Dem.)
Kaimana Airport,KNG,KNG,Kaimana,Indonesia
Kinmen Airport,KNH,KNH,Kinmen,Taiwan
Kindamba,KNJ,KNJ,Kindamba,Congo
Kakhonak,KNK,KNK,Kakhonak,United States
Kankan,KNN,KNN,Kankan,Guinea
Kone Airport,KNQ,KNQ,Kone,New Caledonia
King Island Airport,KNS,KNS,King Island,Australia
Kanpur Airport,KNU,KNU,Kanpur,India
New Stuyahok Airport,KNW,KNW,New Stuyahok,United States
Kununurra Airport,KNX,KNX,Kununurra,Australia
Ellison Onizuka Kona International At Keahole Airport,KOA,KOA,Kona,United States
Koutaba,KOB,KOB,Koutaba,Cameroon
Koumac Airport,KOC,KOC,Koumac,New Caledonia
El Tari Airport,KOE,KOE,Kupang,Indonesia
Kirkwall Airport,KOI,KOI,Kirkwall,United Kingdom
Kagoshima Airport,KOJ,KOJ,Kagoshima,Japan
Kokkola Pietarsaari Airport,KOK,KOK,Kokkola-Pietarsaari,Finland
Kongolo Airport,KOO,KOO,Kongolo,Congo (Rep. Dem.)
Nakhon Phanom Airport,KOP,KOP,Nakhon Phanom,Thailand
Sihanoukville International Airport,KOS,KOS,Sihanoukville,Cambodia
Kotlik Airport,KOT,KOT,Kotlik,United States
Koulamoutou Mabimbi Airport,KOU,KOU,Koulamoutou,Gabon
Kokshetau Airport,KOV,KOV,Kokchetau,Kazakhstan
Ganzhou Airport,KOW,KOW,Ganzhou,China
Port Clarence Coast Guard Station,KPC,KPC,Port Clarence,United States
Yapsiei,KPE,KPE,Yapsiei,Papua New Guinea
Kapit,KPI,KPI,Kapit,Malaysia
Pohang Airport (G 815/K 3),KPO,KPO,Pohang,South Korea
Kempsey Airport,KPS,KPS,Kempsey,Australia
Akutan Seaplane Base,KQA,KQA,Akutan,United States
Kishangarh Airport,KQH,KQH,KISHANGARH,India
Karumba Airport,KRB,KRB,Karumba,Australia
Kirundo,KRE,KRE,Kirundo,Burundi
Kramfors SollefteA Airport,KRF,KRF,Kramfors,Sweden
Kikori Airport,KRI,KRI,Kikori,Papua New Guinea
Karawari,KRJ,KRJ,Karawari,Papua New Guinea
Krakow John Paul II International Airport,KRK,KRK,Krakow,Poland
Kiruna Airport,KRN,KRN,Kiruna,Sweden
Kurgan Airport,KRO,KRO,Kurgan,Russian Federation
Karup Airport,KRP,KRP,Karup,Denmark
Krasnodar Pashkovsky International Airport,KRR,KRR,Krasnodar,Russian Federation
Kristiansand Airport,KRS,KRS,Kristiansand,Norway
Khartoum International Airport,KRT,KRT,Khartoum,Sudan
Kerio Valley,KRV,KRV,Kerio Valley,Kenya
Turkmenbashi Airport,KRW,KRW,Krasnowodsk,Turkmenistan
Kar Kar,KRX,KRX,Kar Kar,Papua New Guinea
Kosrae International Airport,KSA,KSA,Kosrae,Micronesia
KoSice Airport,KSC,KSC,Kosice,Slovakia
Karlstad Airport,KSD,KSD,Karlstad,Sweden
Kasese Airport,KSE,KSE,Kasese,Uganda
Kassel Calden Airport,KSF,KSF,Kassel,Germany
Shahid Ashrafi Esfahani Airport,KSH,KSH,Bakhtaran,Iran
Kissidougou Airport,KSI,KSI,Kissidougou,Guinea
Kasos Airport,KSJ,KSJ,Kasos Island,Greece
Kassala Airport,KSL,KSL,Kassala,Sudan
St Marys Airport,KSM,KSM,Saint Marys,United States
Kostanay West Airport,KSN,KSN,Kostanay,Kazakhstan
Kastoria National Airport,KSO,KSO,Kastoria,Greece
Karshi Khanabad Airport,KSQ,KSQ,Karshi,Uzbekistan
Sikasso Airport,KSS,KSS,Sikasso,Mali
Kristiansund Airport (Kvernberget),KSU,KSU,Kristiansund,Norway
Kars Airport,KSY,KSY,Kars,Turkey
Karratha Airport,KTA,KTA,Karratha,Australia
Thorne Bay,KTB,KTB,Thorne Bay,United States
Katiola,KTC,KTC,Katiola,Ivory Coast
Kitadaito Airport,KTD,KTD,Kitadaito,Japan
Kerteh Airport,KTE,KTE,Kerteh,Malaysia
Ketapang(Rahadi Usman) Airport,KTG,KTG,Ketapang,Indonesia
Kitale Airport,KTL,KTL,Kitale,Kenya
Tribhuvan International Airport,KTM,KTM,Kathmandu,Nepal
Ketchikan International Airport,KTN,KTN,Ketchikan,United States
Tindal Airport,KTR,KTR,Katherine,Australia
Brevig Mission Airport,KTS,KTS,Teller Mission,United States
KittilA Airport,KTT,KTT,Kittila,Finland
Kota Airport,KTU,KTU,Kota,India
Katowice International Airport,KTW,KTW,Katowice,Poland
Koutiala,KTX,KTX,Koutiala,Mali
Kuantan Airport,KUA,KUA,Kuantan,Malaysia
Kuria Airport,KUC,KUC,Kuria,Kiribati
Kudat Airport,KUD,KUD,Kudat,Malaysia
Kurumoch International Airport,KUF,KUF,Samara,Russian Federation
Kubin Airport,KUG,KUG,Kubin Island,Australia
Kushiro Airport,KUH,KUH,Kushiro,Japan
Kasigluk Airport,KUK,KUK,Kasigluk,United States
Kuala Lumpur International Airport,KUL,KUL,Kualalumpur,Malaysia
Sultan Abdul Aziz Shah International Airport,SZB,KUL,Kualalumpur,Malaysia
Yakushima Airport,KUM,KUM,Yakushima,Japan
Kaunas International Airport,KUN,KUN,Kaunas,Lithuania
Kuopio Airport,KUO,KUO,Kuopio,Finland
Kupiano,KUP,KUP,Kupiano,Papua New Guinea
Kulusuk,KUS,KUS,Kulusuk,Greenland
Kopitnari Airport,KUT,KUT,Kutaisi,Georgia
Kullu Manali Airport,KUU,KUU,Kulu,India
Alexander the Great International Airport,KVA,KVA,Kavala,Greece
Skovde Airport,KVB,KVB,Skovde,Sweden
King Cove Airport,KVC,KVC,King Cove,United States
Kavieng Airport,KVG,KVG,Kavieng,Papua New Guinea
Kirovsk Apatity Airport,KVK,KVK,Kirovsk,Russian Federation
Kivalina Airport,KVL,KVL,Kivalina,United States
Pobedilovo Airport,KVX,KVX,Kirov,Russian Federation
Bucholz Army Air Field,KWA,KWA,Kwajalein,Marshall Islands
Longdongbao Airport,KWE,KWE,Guiyang,China
Kryvyi Rih International Airport,KWG,KWG,Krivoy Rog,Ukraine
Khwahan,KWH,KWH,Khwahan,Afghanistan
Kuwait International Airport,KWI,KWI,Kuwait City,Kuwait
Gwangju Airport,KWJ,KWJ,Kwangju,South Korea
Kwigillingok Airport,KWK,KWK,Kwigillingok,United States
Guilin Liangjiang International Airport,KWL,KWL,Guilin,China
Kowanyama Airport,KWM,KWM,Kowanyama,Australia
Quinhagak Airport,KWN,KWN,Quinhagak,United States
Kwethluk Airport,KWT,KWT,Kwethluk,United States
Kiwayu,KWY,KWY,Kiwayu,Kenya
Konya Airport,KYA,KYA,Konya,Turkey
Lanyu Airport,KYD,KYD,Orchid Island,Taiwan
Rene Mouawad Air Base,KYE,KYE,Tripoli,Lebanon
Karluk Airport,KYK,KYK,Karluk,United States
Kyaukpyu Airport,KYP,KYP,Kyaukpyu,Myanmar
Kayes Dag Dag Airport,KYS,KYS,Kayes,Mali
Koyukuk Airport,KYU,KYU,Koyukuk,United States
Yalumet,KYX,KYX,Yalumet,Papua New Guinea
Kyzyl Airport,KYZ,KYZ,Kyzyl,Russian Federation
Kaintiba Airport,KZF,KZF,Kaintiba,Papua New Guinea
Filippos Airport,KZI,KZI,Kozani,Greece
Kazan International Airport,KZN,KZN,Kazan,Russian Federation
Kzyl Orda Southwest Airport,KZO,KZO,Kzyl Orda,Kazakhstan
Zafer Airport,KZR,KZR,Kutahya,Turkey
Kastelorizo Airport,KZS,KZS,Kastelorizo,Greece
Lamar Municipal Airport,LAA,LAA,Lamar,United States
Lablab,LAB,LAB,Lablab,Papua New Guinea
Quatro de Fevereiro Airport,LAD,LAD,Luanda,Angola
Nadzab Airport,LAE,LAE,Lae,Papua New Guinea
Purdue University Airport,LAF,LAF,Lafayette,United States
Labuha,LAH,LAH,Labuha,Indonesia
Lannion Cote de Granit Airport,LAI,LAI,Lannion,France
Lages Airport,LAJ,LAJ,Lages,Brazil
Aklavik/Freddie Carmichael Airport,LAK,LAK,Aklavik,Canada
Los Alamos Airport,LAM,LAM,Los Alamos,United States
Capital City Airport,LAN,LAN,Lansing,United States
Laoag International Airport,LAO,LAO,Laoag,Philippines
Manuel Marquez de Leon International Airport,LAP,LAP,La Paz,Mexico
La Abraq Airport,LAQ,LAQ,Beida,Libyan Arab Jamahiriya
Laramie Regional Airport,LAR,LAR,Laramie,United States
McCarran International Airport,LAS,LAS,Las Vegas,United States
La Uribe,LAT,LAT,La Uribe,Colombia
Manda Airstrip,LAU,LAU,Lamu,Kenya
Lawton Fort Sill Regional Airport,LAW,LAW,Lawton,United States
Los Angeles International Airport,LAX,LAX,Los Angeles,United States
Ladysmith Airport,LAY,LAY,Ladysmith,South Africa
Bom Jesus da Lapa Airport,LAZ,LAZ,Bom Jesus Da Lapa,Brazil
Leeds Bradford Airport,LBA,LBA,Leeds,United Kingdom
Lubbock Preston Smith International Airport,LBB,LBB,Lubbock,United States
Khudzhand Airport,LBD,LBD,Khudzand,Tajikistan
Arnold Palmer Regional Airport,LBE,LBE,Latrobe,United States
North Platte Regional Airport Lee Bird Field,LBF,LBF,North Platte,United States
Albi Le Sequestre Airport,LBI,LBI,Albi,France
Komodo Airport,LBJ,LBJ,Labuan Bajo,Indonesia
Liberal Mid America Regional Airport,LBL,LBL,Liberal,United States
Lambarene Airport,LBQ,LBQ,Lambarene,Gabon
Labrea Airport,LBR,LBR,Labrea,Brazil
Labasa Airport,LBS,LBS,Labasa,Fiji Islands
Lumberton Regional Airport,LBT,LBT,Lumberton,United States
Labuan Airport,LBU,LBU,Labuan,Malaysia
Libreville Leon Mba International Airport,LBV,LBV,Libreville,Gabon
Long Bawan Airport,LBW,LBW,Long Bawan,Indonesia
Larnaca International Airport,LCA,LCA,Larnaca,Cyprus
Pontes E Lacerda,LCB,lcb,Pontes E Lacerda,Brazil
Louis Trichardt,LCD,LCD,Louis Trichardt,South Africa
Goloson International Airport,LCE,LCE,La Ceiba,Honduras
A Coruna Airport,LCG,LCG,La Coru±a,Spain
Lake Charles Regional Airport,LCH,LCH,Lake Charles,United States
Laconia Municipal,LCI,LCI,Laconia,United States
lodz Wladyslaw Reymont Airport,LCJ,LCJ,Lodz,Poland
La Coloma Airport,LCL,LCL,La Coloma,Cuba
Lague,LCO,LCO,Lague,Congo
La Chorrera,LCR,LCR,La Chorrera,Colombia
Malda,LDA,LDA,Malda,India
Governador Jose Richa Airport,LDB,LDB,Londrina,Brazil
Lindeman Island,LDC,LDC,Lindeman Island,Australia
Tarbes Lourdes Pyrenees Airport,LDE,LDE,Lourdes Tarbes,France
Lord Howe Island Airport,LDH,LDH,Lord Howe Island,Australia
Lindi Airport,LDI,LDI,Lindi,Tanzania
Lidkoping Hovby Airport,LDK,LDK,Lidkoping,Sweden
Lahad Datu Airport,LDU,LDU,Lahad Datu,Malaysia
City of Derry Airport,LDY,LDY,Londonderry,United Kingdom
Learmonth Airport,LEA,LEA,Learmonth,Australia
Lebanon Municipal Airport,LEB,LEB,Lebanon,United States
Coronel Horacio de Mattos Airport,LEC,LEC,Lencoise,Brazil
Pulkovo Airport,LED,LED,St Petersburg,Russian Federation
Le Havre Octeville Airport,LEH,LEH,Le Havre,France
Almeria International Airport,LEI,LEI,Almeria,Spain
Leipzig/Halle Airport,LEJ,LEJ,Leipzig,Germany
Tata Airport,LEK,LEK,Labe,Guinea
Lake Evella Airport,LEL,LEL,Lake Evella,Australia
Lemmon,LEM,LEM,Lemmon,United States
Leon Airport,LEN,LEN,Leon,Spain
Leinster Airport,LER,LER,Leinster,Australia
Lesobeng,LES,LES,Lesobeng,Lesotho
Alfredo Vasquez Cobo International Airport,LET,LET,Leticia,Colombia
Levuka Airfield,LEV,LEV,Bureta,Fiji Islands
Blue Grass Airport,LEX,LEX,Lexington,United States
La Fria Airport,LFR,LFR,La Fria,Venezuela
Lome Tokoin Airport,LFW,LFW,Lome,Togo
Long Beach /Daugherty Field/ Airport,LGB,LGB,Long Beach,United States
Liege Airport,LGG,LGG,Liege,Belgium
Leigh Creek Airport,LGH,LGH,Leigh Creek,Australia
Deadmans Cay Airport,LGI,LGI,Deadmans Cay,Bahamas
Langkawi International Airport,LGK,LGK,Langkawi,Malaysia
Long Lellang Airport,LGL,LGL,Long Lellang,Malaysia
Legazpi City International Airport,LGP,LGP,Legaspi,Philippines
Lago Agrio,LGQ,LGQ,Lago Agrio,Ecuador
Logan Cache Airport,LGU,LGU,Logan,United States
Leguizamo,LGZ,LGZ,Leguizamo,Colombia
Alama Iqbal International Airport,LHE,LHE,Lahore,Pakistan
Lereh,LHI,LHI,Lereh,Indonesia
Lanzhou Zhongchuan Airport,LHW,LHW,Lanzhou,China
Lifou Airport,LIF,LIF,Lifou,New Caledonia
Limoges Airport,LIG,LIG,Limoges,France
Princeville,HPV,LIH,Kauai Island,United States
Lihue Airport,LIH,LIH,Kauai Island,United States
Mulia Airport,LII,LII,Mulia,Indonesia
Long Island,LIJ,LIJ,Long Island,United States
Likiep Island,LIK,LIK,Likiep Island,Marshall Islands
Lille Lesquin Airport,LIL,LIL,Lille,France
Jorge Chavez International Airport,LIM,LIM,Lima,Peru
Lins Airport,LIP,LIP,Lins,Brazil
Lisala Airport,LIQ,LIQ,Lisala,Congo (Rep. Dem.)
Daniel Oduber Quiros International Airport,LIR,LIR,Liberia,Costa Rica
Humberto Delgado Airport (Lisbon Portela Airport),LIS,LIS,Lisbon,Portugal
Bill & Hillary Clinton National Airport/Adams Field,LIT,LIT,Little Rock,United States
Loikaw Airport,LIW,LIW,Loikaw,Myanmar
Lodja Airport,LJA,LJA,Lodja,Congo (Rep. Dem.)
Lijiang Airport,LJG,LJG,Lijiang,China
Ljubljana Joze Pucnik Airport,LJU,LJU,Ljubljana,Slovenia
Larantuka,LKA,LKA,Larantuka,Indonesia
Lakeba Island Airport,LKB,LKB,Lakeba,Fiji Islands
Banak Airport,LKL,LKL,Lakselv,Norway
Leknes Airport,LKN,LKN,Leknes,Norway
Chaudhary Charan Singh International Airport,LKO,LKO,Lucknow,India
LuleA Airport,LLA,LLA,Lulea,Sweden
Lalibella Airport,LLI,LLI,Lalibela,Ethiopia
Kelila,LLN,LLN,Kelila,Indonesia
Lilongwe International Airport,LLW,LLW,Lilongwe,Malawi
Minchumina Airport,LMA,LMA,Lake Minchumina,United States
Salima,LMB,LMB,Salima,Malawi
Lamacarena,LMC,LMC,Lamacarena,Colombia
Lumi,LMI,LMI,Lumi,Papua New Guinea
Lae Island,LML,LML,Lae Island,Marshall Islands
Valle del Fuerte International Airport,LMM,LMM,Los Mochis,Mexico
Limbang Airport,LMN,LMN,Limbang,Malaysia
Lampedusa Airport,LMP,LMP,Lampedusa,Italy
Crater Lake Klamath Regional Airport,LMT,LMT,Klamath Falls,United States
Lopez De Micay,LMX,LMX,Lopez De Micay,Colombia
Lake Murray,LMY,LMY,Lake Murray,Papua New Guinea
Lamen Bay Airport,LNB,LNB,Lamen Bay,Vanuatu
Lonorore Airport,LNE,LNE,Lonorore,Vanuatu
Munbil,LNF,LNF,Munbil,Papua New Guinea
Lincoln Airport,LNK,LNK,Lincoln,United States
Leonora Airport,LNO,LNO,Leonora,Australia
Lancaster Airport,LNS,LNS,Lancaster,United States
Lanai Airport,LNY,LNY,Lanai City,United States
Linz Horsching Airport,LNZ,LNZ,Linz,Austria
Longana Airport,LOD,LOD,Longana,Vanuatu
Loei Airport,LOE,LOE,Loei,Thailand
Loen,LOF,LOF,Loen,Marshall Islands
Camilo Ponce Enriquez Airport,LOH,LOH,Loja,Ecuador
Lodwar Airport,LOK,LOK,Lodwar,Kenya
London City Airport,LCY,LON,London,United Kingdom
London Gatwick Airport,LGW,LON,London,United Kingdom
London Heathrow Airport,LHR,LON,London,United Kingdom
London Luton Airport,LTN,LON,London,United Kingdom
London Stansted Airport,STN,LON,London,United Kingdom
Lombok International Airport,LOP,LOP,Lombok,Indonesia
Murtala Muhammed International Airport,LOS,LOS,Lagos,Nigeria
Louisa,LOW,LOW,Louisa,United States
Loyangalani,LOY,LOY,Loyangalani,Kenya
Gran Canaria Airport,LPA,LPA,Gran Canaria,Spain
El Alto International Airport,LPB,LPB,La Paz,Bolivia
La Pedrera Airport,LPD,LPD,La Pedrera,Colombia
La Primavera,LPE,LPE,La Primavera,Colombia
La Plata Airport,LPG,LPG,La Plata,Argentina
Linkoping City Airport,LPI,LPI,Linkoping,Sweden
Liverpool John Lennon Airport,LPL,LPL,Liverpool,United Kingdom
Lamap Airport,LPM,LPM,Lamap,Vanuatu
Lappeenranta Airport,LPP,LPP,Lappeenranta,Finland
Luang Phabang International Airport,LPQ,LPQ,Luang Prabang,Lao People's Democratic Republic
Lopez Island Airport,LPS,LPS,Lopez Island,United States
Lampang Airport,LPT,LPT,Lampang,Thailand
Long Apung Airport,LPU,LPU,Long Apung,Indonesia
Little Port Walte,LPW,LPW,Little Port Walte,United States
Liepaja International Airport,LPX,LPX,Liepaya,Latvia
Le Puy Loudes Airport,LPY,LPY,Le Puy,France
Qala Nau,LQN,LQN,Qala Nau,Afghanistan
Larisa Airport,LRA,LRA,Larisa,Greece
Leribe,LRB,LRB,Leribe,Lesotho
Laredo International Airport,LRD,LRD,Laredo,United States
Longreach Airport,LRE,LRE,Longreach,Australia
La Rochelle ile de Re Airport,LRH,LRH,La Rochelle,France
Casa De Campo International Airport,LRM,LRM,La Romana,Dominican Republic
Lar Airport,LRR,LRR,LAR,Iran
Leros Airport,LRS,LRS,Leros,Greece
Lorient South Brittany (Bretagne Sud) Airport,LRT,LRT,Lorient,France
Las Cruces International Airport,LRU,LRU,Las Cruces,United States
Los Roques Airport,LRV,LRV,Los Roques,Venezuela
Losuia,LSA,LSA,Losuia,Papua New Guinea
La Florida Airport,LSC,LSC,La Serena,Chile
La Crosse Municipal Airport,LSE,LSE,La Crosse,United States
Lashio Airport,LSH,LSH,Lashio,Myanmar
Lawas,LSM,LSM,Long Semado,Malaysia
Josefa Camejo International Airport,LSP,LSP,Las Piedras,Venezuela
Maria Dolores Airport,LSQ,LSQ,Los Angeles,Chile
Terre de Haut Airport,LSS,LSS,Terre De Haut,Guadeloupe
Launceston Airport,LST,LST,Launceston,Australia
Malikus Saleh Airport,LSW,LSW,Lhoksumawe,Indonesia
Lismore Airport,LSY,LSY,Lismore,Australia
Ghadames East Airport,LTD,LTD,Ghadames,Libyan Arab Jamahiriya
Bassel Al Assad International Airport,LTK,LTK,Latakia,Syrian Arab Republic
Lastourville,LTL,LTL,Lastourville,Gabon
Loreto International Airport,LTO,LTO,Loreto,Mexico
Le Touquet Cote dOpale Airport,LTQ,LTQ,Le Touquet,France
La Mole Airport,LTT,LTT,Saint Tropez,France
Latur,ltu,ltu,latur,India
Lukla Airport,LUA,LUA,Lukla,Nepal
Luderitz Airport,LUD,LUD,Luderitz,Namibia
Lugano Airport,LUG,LUG,Lugano,Switzerland
Ludhiana Airport,LUH,LUH,Ludhiana,India
Lusikisiki,LUJ,LUJ,Lusikisiki,South Africa
Hesler Noble Field,LUL,LUL,Laurel,United States
Hattiesburg Laurel Regional Airport,PIB,LUL,Laurel,United States
Kenneth Kaunda International Airport Lusaka,LUN,LUN,Lusaka,Zambia
Luena Airport,LUO,LUO,Luena,Angola
Kalaupapa Airport,LUP,LUP,Kalaupapa,United States
Brigadier Mayor D Cesar Raul Ojeda Airport,LUQ,LUQ,San Luis,Argentina
Dumatumbun Airport,LUV,LUV,Langgur,Indonesia
Syukuran Aminuddin Amir Airport,LUW,LUW,Luwuk,Indonesia
Luxembourg Findel International Airport,LUX,LUX,Luxembourg,Luxembourg
Lublin Airport,LUZ,LUZ,Lushan,China
Dos Galpoes,LVB,LVB,Livramento,Brazil
Lime Village,LVD,LVD,Lime Village,United States
Livingstone Airport,LVI,LVI,Livingstone,Zambia
Laverton Airport,LVO,LVO,Laverton,Australia
Las Vegas Municipal Airport,LVS,LVS,Las Vegas,United States
Greenbrier Valley Airport,LWB,LWB,Lewisburg,United States
Lewoleba,LWE,LWE,Lewoleba,Indonesia
Gyumri Shirak Airport,LWN,LWN,Leninakan,Armenia
Lviv International Airport,LWO,LWO,Lvov,Ukraine
Lewiston Nez Perce County Airport,LWS,LWS,Lewiston,United States
Lewistown Municipal Airport,LWT,LWT,Lewistown,United States
Lhasa Gonggar Airport,LXA,LXA,Lhasa,China
Liverpool Central Railway Station,LXC,LXC,Liverpool,United Kingdom
Luang Namtha Airport,LXG,LXG,Luang Namtha,Lao People's Democratic Republic
Luxor International Airport,LXR,LXR,Luxor,Egypt
Limnos Airport,LXS,LXS,Lemnos,Greece
Luoyang Airport,LYA,LYA,Luoyang,China
Edward Bodden Airfield,LYB,LYB,Little Cayman,Cayman Islands
Lycksele Airport,LYC,LYC,Lycksele,Sweden
Lianyungang Airport,LYG,LYG,Lianyungang,China
Lynchburg Regional Preston Glenn Field,LYH,LYH,Lynchburg,United States
Shubuling Airport,LYI,LYI,Linyi,China
Faisalabad International Airport,LYP,LYP,Faisalabad,Pakistan
"Svalbard Airport, Longyear",LYR,LYR,Longyearbyen,Norway
Lyon Bron Airport,LYN,LYS,Lyon,France
Lyon Saint Exupery Airport,LYS,LYS,Lyon,France
Lydd Airport,LYX,LYX,Lydd,United Kingdom
Lazaro Cardenas Airport,LZC,LZC,Lazaro Cardenas,Mexico
Liuzhou Bailian Airport,LZH,LZH,Liuzhou,China
Lizard Island Airport,LZR,LZR,Lizard Island,Australia
Chennai International Airport,MAA,MAA,Chennai,India
Joao Correa da Rocha Airport,MAB,MAB,Maraba,Brazil
Adolfo Suarez Madrid Barajas Airport,MAD,MAD,Madrid,Spain
Madera Municipal Airport,MAE,MAE,Madera,United States
Midland International Airport,MAF,MAF,Midland,United States
Madang Airport,MAG,MAG,Madang,Papua New Guinea
Menorca Airport,MAH,MAH,Mahon,Spain
Marshall Islands International Airport,MAJ,MAJ,Majuro,Marshall Islands
Mangole,MAL,MAL,Mangole,Indonesia
Manchester Airport,MAN,MAN,Manchester,United Kingdom
Eduardo Gomes International Airport,MAO,MAO,Manaus,Brazil
Mamai,MAP,MAP,Mamai,Papua New Guinea
Mae Sot Airport,MAQ,MAQ,Mae Sot,Thailand
La Chinita International Airport,MAR,MAR,Maracaibo,Venezuela
Momote Airport,MAS,MAS,Manus Island,Papua New Guinea
Maupiti Airport,MAU,MAU,Maupiti,French Polynesia
Maloelap Island,MAV,MAV,Maloelap Island,Marshall Islands
Ouro Sogui Airport,MAX,MAX,Matam,Senegal
Clarence A. Bain Airport,MAY,MAY,Mangrove Cay,Bahamas
Eugenio Maria De Hostos Airport,MAZ,MAZ,Mayaguez,Puerto Rico
Mombasa Moi International Airport,MBA,MBA,Mombasa,Kenya
Marble Bar,MBB,MBB,Marble Bar,Australia
Mbigou,MBC,MBC,Mbigou,Gabon
Mmabatho International Airport,MBD,MBD,Mmabatho,South Africa
Monbetsu Airport,MBE,MBE,Monbetsu,Japan
Maryborough Airport,MBH,MBH,Maryborough,Australia
Songwe Airport,MBI,MBI,Mbeya,Tanzania
Sangster International Airport,MBJ,MBJ,Montego Bay,Jamaica
Manistee Co Blacker Airport,MBL,MBL,Manistee,United States
MBS International Airport,MBS,MBS,Saginaw Baycity,United States
Moises R. Espinosa Airport,MBT,MBT,Masbate,Philippines
Babanakira Airport,MBU,MBU,Mbambanakira,Solomon Islands
Melbourne Moorabbin Airport,MBW,MBW,Moorabbin,Australia
Maribor Airport,MBX,MBX,Maribor,Slovenia
Macenta,MCA,MCA,Macenta,Guinea
